Customer_ID,Age_of_Buyer,Type_of_City,Average_Order_Value,Recent_Action,Time_Spent_on_App_per_Day_minutes,Email,Most_Active_Time_of_User,Recency_days,Frequency_purchases,Monetary_spend,Email_Open_Rate,Push_CTR,Coupon_Redemption_Rate,Chat_Engagement_Rate,Top_Category,Primary_Device,Locale,CLTV,Pages_per_Session,Avg_Session_Duration_min,Product_Views,Discount_Threshold_percent,Churn_Risk,Marketing_Suggestion
CUST_100760,39,Tier 2,6450,cart abandonment,94,customer760@example.com,2:00 AM - 8:00 AM,217,44,2127,0.227,0.596,0.753,0.555,Health,Mobile,fr_FR,1606.22,8.8,14.5,3,5,0.515,Discount Coupon Email
CUST_100761,32,Tier 3,6301,cart abandonment,102,customer761@example.com,8:00 AM - 1:00 AM,305,42,18856,0.301,0.136,0.53,0.58,Fashion,Mobile,es_ES,4606.52,20.0,14.0,5,30,0.862,VIP Retention Call
CUST_100762,55,Tier 4,7267,wrote a bad review,110,customer762@example.com,1:00 PM - 7:00 PM,83,1,10282,0.315,0.865,0.49,0.443,Sports,Mobile,de_DE,2280.58,19.1,15.6,4,10,0.781,Manager Follow-up Call
CUST_100763,54,Tier 1,7165,not visiting the app,67,customer763@example.com,6:00 PM - 7:00 PM,67,41,6139,0.77,0.337,0.289,0.108,Beauty,Desktop,de_DE,3060.79,5.3,2.0,7,10,0.856,Win-back Campaign
CUST_100764,23,Tier 2,2692,not adding to cart,51,customer764@example.com,8:00 PM - 8:00 PM,160,26,4501,0.764,0.613,0.39,0.104,Fashion,Desktop,en_US,506.89,18.3,17.2,5,25,0.797,Personalized Email Recommendations
CUST_100765,56,Tier 4,1182,cart abandonment,142,customer765@example.com,1:00 AM - 8:00 PM,247,46,16304,0.992,0.128,0.875,0.173,Sports,Desktop,fr_FR,4657.09,18.0,18.7,5,20,0.135,VIP Exclusive Offer
CUST_100766,42,Tier 3,2888,wrote a bad review,24,customer766@example.com,3:00 AM - 3:00 AM,105,34,8332,0.229,0.76,0.479,0.228,Home & Kitchen,Tablet,de_DE,3661.01,17.5,11.1,8,25,0.35,Manager Follow-up Call
CUST_100767,56,Tier 2,6237,not adding to cart,136,customer767@example.com,3:00 PM - 3:00 AM,344,36,7720,0.503,0.879,0.362,0.752,Home & Kitchen,Mobile,en_US,3395.31,9.2,6.8,6,15,0.652,Product Suggestion Push
CUST_100768,37,Tier 2,3424,cart abandonment,33,customer768@example.com,3:00 AM - 3:00 PM,147,50,17705,0.615,0.736,0.977,0.682,Sports,Tablet,en_US,2281.21,18.1,8.6,4,10,0.664,Discount Coupon Email
CUST_100769,57,Tier 2,8216,not visiting the app,12,customer769@example.com,4:00 PM - 11:00 AM,38,31,11687,0.714,0.655,0.061,0.847,Sports,Desktop,en_GB,4142.17,5.8,14.6,4,5,0.387,VIP Exclusive Offer
CUST_100770,30,Tier 3,9134,not visiting the app,73,customer770@example.com,10:00 AM - 6:00 AM,157,1,1271,0.858,0.863,0.788,0.74,Sports,Mobile,fr_FR,2230.68,10.6,10.8,2,20,0.345,Re-engagement Push
CUST_100771,27,Tier 3,4363,not adding to cart,176,customer771@example.com,6:00 PM - 5:00 PM,28,35,6989,0.819,0.879,0.688,0.475,Sports,Mobile,fr_FR,3537.66,11.5,1.3,6,10,0.644,Personalized Email Recommendations
CUST_100772,23,Tier 2,8992,wrote a bad review,133,customer772@example.com,9:00 PM - 9:00 PM,319,37,19081,0.426,0.586,0.514,0.155,Beauty,Tablet,en_US,1565.07,19.7,10.1,3,20,0.105,Feedback Email Survey
CUST_100773,44,Tier 2,4358,wrote a bad review,64,customer773@example.com,1:00 AM - 12:00 PM,364,17,5835,0.268,0.905,0.832,0.649,Sports,Desktop,en_GB,2631.24,5.5,16.1,3,5,0.985,Manager Follow-up Call
CUST_100774,58,Tier 4,692,wrote a bad review,45,customer774@example.com,10:00 AM - 3:00 AM,365,37,18353,0.924,0.168,0.121,0.816,Electronics,Mobile,en_GB,919.86,1.0,2.2,9,20,0.461,Proactive Chat Support
CUST_100775,40,Tier 1,942,cart abandonment,135,customer775@example.com,11:00 PM - 12:00 PM,63,1,18048,0.084,0.295,0.373,0.797,Home & Kitchen,Mobile,en_GB,4493.82,6.5,7.1,4,30,0.943,Abandoned Cart Email
CUST_100776,53,Tier 1,8106,not adding to cart,112,customer776@example.com,9:00 AM - 4:00 PM,159,27,19390,0.316,0.676,0.098,0.004,Beauty,Mobile,fr_FR,4184.74,8.7,4.5,6,15,0.943,Browsing Behavior Email
CUST_100777,53,Tier 4,7368,cart abandonment,89,customer777@example.com,1:00 AM - 7:00 PM,343,25,13930,0.269,0.074,0.905,0.393,Home & Kitchen,Desktop,en_US,3559.35,14.4,17.9,4,15,0.002,Discount Coupon Email
CUST_100778,44,Tier 3,1847,wrote a bad review,162,customer778@example.com,10:00 PM - 10:00 PM,22,34,592,0.367,0.562,0.195,0.42,Fashion,Desktop,de_DE,747.09,11.2,11.8,10,20,0.159,Feedback Email Survey
CUST_100779,54,Tier 4,452,not visiting the app,143,customer779@example.com,7:00 AM - 8:00 PM,315,5,12030,0.031,0.803,0.429,0.363,Electronics,Tablet,fr_FR,4489.12,1.4,12.3,3,5,0.943,Win-back Campaign
CUST_100780,24,Tier 4,6073,wrote a bad review,166,customer780@example.com,9:00 AM - 7:00 AM,155,6,18230,0.855,0.761,0.98,0.572,Fashion,Mobile,fr_FR,1837.97,10.7,19.5,2,20,0.487,Feedback Email Survey
CUST_100781,34,Tier 1,2460,wrote a bad review,80,customer781@example.com,7:00 AM - 2:00 AM,278,44,18169,0.145,0.092,0.713,0.403,Fashion,Desktop,es_ES,926.28,3.7,18.9,6,25,0.588,Feedback Email Survey
CUST_100782,44,Tier 1,4530,not adding to cart,73,customer782@example.com,3:00 AM - 9:00 PM,349,19,12317,0.486,0.835,0.319,0.78,Fashion,Mobile,de_DE,750.6,17.0,8.0,1,30,0.575,Product Suggestion Push
CUST_100783,19,Tier 1,6742,not visiting the app,92,customer783@example.com,7:00 PM - 1:00 PM,88,14,4556,0.278,0.865,0.992,0.503,Sports,Tablet,es_ES,4442.75,17.8,6.3,1,5,0.485,Re-engagement Push
CUST_100784,57,Tier 2,2836,not adding to cart,120,customer784@example.com,4:00 AM - 3:00 PM,38,25,17868,0.924,0.795,0.373,0.481,Electronics,Desktop,de_DE,3225.33,15.3,2.1,2,25,0.372,Personalized Email Recommendations
CUST_100785,16,Tier 2,7799,cart abandonment,173,customer785@example.com,2:00 PM - 3:00 PM,42,48,1529,0.744,0.227,0.817,0.794,Electronics,Tablet,en_GB,1038.07,1.6,2.3,7,25,0.314,Discount Coupon Email
CUST_100786,16,Tier 1,8127,not adding to cart,172,customer786@example.com,2:00 PM - 9:00 PM,358,19,7538,0.811,0.141,0.567,0.468,Sports,Tablet,de_DE,1106.03,17.3,7.5,10,15,0.279,Personalized Email Recommendations
CUST_100787,46,Tier 1,6973,cart abandonment,164,customer787@example.com,12:00 AM - 8:00 AM,160,35,2808,0.213,0.771,0.773,0.036,Home & Kitchen,Mobile,en_GB,1791.39,11.7,12.6,4,30,0.183,Discount Coupon Email
CUST_100788,45,Tier 3,3695,not adding to cart,117,customer788@example.com,5:00 AM - 6:00 AM,216,34,2081,0.406,0.273,0.546,0.039,Health,Desktop,en_GB,2962.02,5.2,14.6,5,15,0.931,Browsing Behavior Email
CUST_100789,48,Tier 2,9164,not adding to cart,50,customer789@example.com,6:00 AM - 7:00 PM,208,9,17801,0.047,0.334,0.446,0.444,Home & Kitchen,Tablet,en_US,1997.69,9.5,7.4,2,15,0.961,Browsing Behavior Email
CUST_100790,26,Tier 2,9449,not visiting the app,7,customer790@example.com,10:00 AM - 9:00 PM,167,7,1492,0.493,0.7,0.731,0.666,Sports,Mobile,en_GB,543.66,2.6,2.9,9,20,0.095,Re-engagement Push
CUST_100791,17,Tier 2,5582,not adding to cart,118,customer791@example.com,11:00 PM - 1:00 AM,87,41,879,0.406,0.621,0.919,0.315,Home & Kitchen,Tablet,en_US,3428.81,20.0,18.0,3,10,0.438,First Purchase Discount
CUST_100792,36,Tier 3,1175,cart abandonment,45,customer792@example.com,7:00 AM - 2:00 PM,57,22,7131,0.863,0.931,0.907,0.347,Beauty,Tablet,de_DE,1335.17,13.0,12.7,1,20,0.283,Discount Coupon Email
CUST_100793,47,Tier 1,7457,not visiting the app,38,customer793@example.com,8:00 AM - 6:00 PM,330,2,7656,0.666,0.829,0.048,0.983,Home & Kitchen,Tablet,de_DE,1120.35,6.8,14.7,4,30,0.897,Win-back Campaign
CUST_100794,23,Tier 1,4745,not adding to cart,37,customer794@example.com,1:00 AM - 7:00 AM,260,40,9413,0.064,0.543,0.627,0.91,Fashion,Tablet,es_ES,4408.48,12.7,4.3,9,15,0.346,VIP Exclusive Offer
CUST_100795,31,Tier 3,9491,not adding to cart,42,customer795@example.com,1:00 PM - 7:00 AM,18,4,13454,0.964,0.569,0.578,0.644,Health,Tablet,fr_FR,4717.38,18.3,11.4,2,25,0.387,Personalized Email Recommendations
CUST_100796,44,Tier 4,4505,cart abandonment,66,customer796@example.com,8:00 PM - 12:00 AM,112,43,6451,0.57,0.289,0.581,0.963,Home & Kitchen,Mobile,en_US,63.76,10.3,8.2,3,15,0.328,Abandoned Cart Email
CUST_100797,29,Tier 2,5900,cart abandonment,23,customer797@example.com,8:00 AM - 7:00 PM,131,9,12917,0.184,0.106,0.537,0.184,Electronics,Tablet,en_GB,3324.38,11.9,15.8,4,10,0.308,Abandoned Cart Email
CUST_100798,22,Tier 1,449,cart abandonment,151,customer798@example.com,1:00 PM - 11:00 AM,183,16,284,0.637,0.959,0.556,0.414,Home & Kitchen,Mobile,en_US,799.76,18.2,2.7,7,20,0.22,Push Notification Reminder
CUST_100799,24,Tier 1,4813,not adding to cart,121,customer799@example.com,6:00 PM - 6:00 AM,45,11,19545,0.737,0.771,0.312,0.395,Fashion,Mobile,fr_FR,3371.63,17.8,16.1,3,20,0.37,Personalized Email Recommendations
CUST_100800,49,Tier 2,1473,not adding to cart,123,customer800@example.com,8:00 AM - 12:00 AM,1,29,3853,0.091,0.344,0.162,0.714,Sports,Mobile,en_GB,985.77,14.3,4.2,10,30,0.66,Browsing Behavior Email
CUST_100801,20,Tier 3,8792,cart abandonment,138,customer801@example.com,10:00 PM - 12:00 AM,352,24,18631,0.094,0.106,0.112,0.437,Sports,Desktop,es_ES,2773.68,2.5,12.2,6,25,0.75,Abandoned Cart Email
CUST_100802,46,Tier 2,1743,wrote a bad review,147,customer802@example.com,9:00 AM - 12:00 AM,174,16,15787,0.535,0.808,0.604,0.216,Sports,Desktop,de_DE,4715.89,10.7,12.1,3,25,0.276,Manager Follow-up Call
CUST_100803,35,Tier 1,1772,not visiting the app,48,customer803@example.com,12:00 PM - 3:00 AM,28,12,18161,0.214,0.295,0.127,0.927,Fashion,Mobile,en_GB,342.84,2.7,6.3,5,30,0.211,SMS Reactivation
CUST_100804,24,Tier 1,1281,wrote a bad review,97,customer804@example.com,10:00 AM - 12:00 AM,345,9,527,0.128,0.634,0.979,0.277,Beauty,Tablet,en_GB,1134.14,3.5,14.6,8,15,0.85,Feedback Email Survey
CUST_100805,24,Tier 1,4192,not adding to cart,54,customer805@example.com,1:00 AM - 9:00 AM,214,22,1641,0.407,0.396,0.003,0.984,Electronics,Desktop,de_DE,1192.51,16.7,9.7,6,20,0.903,Browsing Behavior Email
CUST_100806,22,Tier 2,2363,cart abandonment,180,customer806@example.com,1:00 AM - 10:00 AM,213,44,2525,0.47,0.378,0.608,0.861,Fashion,Tablet,de_DE,1129.94,18.9,1.6,4,30,0.541,Abandoned Cart Email
CUST_100807,33,Tier 1,6542,wrote a bad review,46,customer807@example.com,3:00 AM - 4:00 AM,215,32,558,0.501,0.367,0.557,0.369,Health,Desktop,fr_FR,4772.53,17.7,1.8,4,30,0.394,Personal Apology Email
CUST_100808,25,Tier 1,9544,wrote a bad review,97,customer808@example.com,6:00 AM - 5:00 PM,131,20,1285,0.441,0.431,0.98,0.685,Sports,Mobile,en_GB,2859.39,7.5,6.7,10,20,0.167,Manager Follow-up Call
CUST_100809,28,Tier 2,2967,wrote a bad review,39,customer809@example.com,7:00 AM - 2:00 PM,76,17,7192,0.786,0.665,0.92,0.739,Beauty,Tablet,es_ES,1369.45,3.9,13.9,9,30,0.886,Proactive Chat Support
CUST_100810,18,Tier 4,9934,cart abandonment,164,customer810@example.com,7:00 AM - 11:00 AM,160,46,2873,0.658,0.571,0.38,0.221,Sports,Desktop,en_GB,4442.44,14.7,19.3,5,20,0.974,VIP Retention Call
CUST_100811,27,Tier 3,1143,not adding to cart,141,customer811@example.com,4:00 AM - 4:00 PM,104,3,7993,0.078,0.706,0.366,0.668,Health,Desktop,en_US,1900.62,14.7,8.0,8,30,0.39,Product Suggestion Push
CUST_100812,52,Tier 3,8381,not adding to cart,121,customer812@example.com,7:00 PM - 12:00 PM,103,24,7961,0.437,0.564,0.991,0.271,Health,Tablet,de_DE,3895.76,8.3,16.3,7,10,0.906,First Purchase Discount
CUST_100813,24,Tier 1,3101,not adding to cart,78,customer813@example.com,6:00 AM - 9:00 AM,294,22,10138,0.508,0.815,0.185,0.399,Fashion,Desktop,es_ES,2899.8,8.5,17.0,3,5,0.853,Product Suggestion Push
CUST_100814,31,Tier 1,7625,not adding to cart,39,customer814@example.com,4:00 PM - 12:00 AM,137,12,12709,0.123,0.814,0.053,0.668,Home & Kitchen,Tablet,de_DE,2938.43,5.7,18.0,7,5,0.301,Product Suggestion Push
CUST_100815,36,Tier 3,3697,cart abandonment,120,customer815@example.com,10:00 PM - 4:00 PM,116,7,692,0.03,0.646,0.731,0.496,Sports,Desktop,en_GB,753.34,3.3,8.0,9,20,0.092,Discount Coupon Email
CUST_100816,51,Tier 3,5415,not visiting the app,58,customer816@example.com,6:00 PM - 12:00 AM,222,33,15194,0.26,0.844,0.65,0.679,Electronics,Mobile,fr_FR,1010.28,19.3,17.5,1,30,0.529,Re-engagement Push
CUST_100817,37,Tier 2,3846,wrote a bad review,123,customer817@example.com,8:00 AM - 10:00 PM,205,44,10714,0.407,0.195,0.003,0.279,Electronics,Tablet,en_US,4628.75,13.0,7.8,3,20,0.932,VIP Retention Call
CUST_100818,20,Tier 1,6220,not adding to cart,171,customer818@example.com,9:00 AM - 1:00 AM,78,31,5938,0.729,0.066,0.186,0.463,Fashion,Mobile,fr_FR,181.03,6.7,19.4,2,10,0.763,Personalized Email Recommendations
CUST_100819,49,Tier 1,8299,not visiting the app,13,customer819@example.com,4:00 AM - 4:00 PM,319,23,11603,0.709,0.518,0.391,0.906,Electronics,Tablet,en_GB,2899.29,13.0,10.2,4,15,0.128,Comeback Email Offer
CUST_100820,39,Tier 3,3693,not visiting the app,42,customer820@example.com,3:00 AM - 11:00 PM,117,45,6329,0.894,0.603,0.174,0.287,Health,Tablet,en_GB,3920.2,5.3,5.3,7,5,0.507,Re-engagement Push
CUST_100821,18,Tier 4,6706,cart abandonment,17,customer821@example.com,9:00 PM - 1:00 AM,200,39,16413,0.788,0.121,0.506,0.158,Fashion,Desktop,en_US,538.42,10.3,4.0,2,15,0.645,Abandoned Cart Email
CUST_100822,51,Tier 2,9346,not visiting the app,27,customer822@example.com,8:00 PM - 12:00 PM,274,17,13290,0.478,0.324,0.754,0.131,Fashion,Mobile,en_GB,751.09,4.1,14.5,1,30,0.106,SMS Reactivation
CUST_100823,54,Tier 3,4357,not visiting the app,93,customer823@example.com,9:00 AM - 12:00 AM,92,47,11691,0.405,0.377,0.821,0.618,Home & Kitchen,Mobile,es_ES,3297.64,18.1,5.6,8,10,0.067,SMS Reactivation
CUST_100824,57,Tier 1,8909,cart abandonment,74,customer824@example.com,7:00 PM - 5:00 AM,121,1,16011,0.669,0.229,0.559,0.305,Electronics,Tablet,de_DE,1653.6,1.3,13.5,4,20,0.175,Abandoned Cart Email
CUST_100825,58,Tier 1,8534,not adding to cart,174,customer825@example.com,7:00 AM - 10:00 PM,337,24,12752,0.063,0.73,0.791,0.045,Home & Kitchen,Desktop,de_DE,409.97,4.3,12.9,2,15,0.086,Product Suggestion Push
CUST_100826,33,Tier 1,1469,not adding to cart,89,customer826@example.com,7:00 PM - 1:00 AM,296,47,12419,0.592,0.212,0.321,0.547,Home & Kitchen,Mobile,en_US,2411.94,1.0,3.6,5,10,0.435,Browsing Behavior Email
CUST_100827,26,Tier 1,1365,wrote a bad review,29,customer827@example.com,3:00 AM - 3:00 PM,38,13,18829,0.244,0.716,0.906,0.62,Health,Tablet,de_DE,3253.97,8.7,11.8,9,20,0.216,Manager Follow-up Call
CUST_100828,26,Tier 4,8237,wrote a bad review,64,customer828@example.com,2:00 AM - 3:00 PM,334,25,1027,0.46,0.339,0.577,0.53,Sports,Desktop,de_DE,2130.77,5.5,13.1,4,30,0.685,Manager Follow-up Call
CUST_100829,35,Tier 2,2088,cart abandonment,166,customer829@example.com,7:00 PM - 5:00 AM,16,33,19047,0.637,0.182,0.125,0.046,Electronics,Tablet,en_US,1792.27,1.4,7.6,7,15,0.993,Abandoned Cart Email
CUST_100830,52,Tier 4,4854,wrote a bad review,6,customer830@example.com,12:00 AM - 1:00 AM,216,36,15313,0.396,0.309,0.665,0.435,Health,Desktop,de_DE,2266.74,9.6,6.9,2,20,0.816,Manager Follow-up Call
CUST_100831,40,Tier 3,7189,cart abandonment,70,customer831@example.com,6:00 AM - 1:00 PM,126,23,10413,0.699,0.47,0.038,0.739,Home & Kitchen,Tablet,fr_FR,3101.47,19.3,9.4,2,30,0.565,Abandoned Cart Email
CUST_100832,38,Tier 2,9527,wrote a bad review,62,customer832@example.com,6:00 AM - 1:00 PM,304,30,360,0.179,0.35,0.162,0.161,Health,Tablet,en_GB,2161.5,5.5,2.5,6,25,0.29,Manager Follow-up Call
CUST_100833,49,Tier 3,6646,not adding to cart,77,customer833@example.com,7:00 PM - 4:00 PM,170,49,8676,0.875,0.942,0.292,0.221,Beauty,Desktop,en_US,3968.95,6.8,3.3,10,25,0.589,Personalized Email Recommendations
CUST_100834,54,Tier 2,4434,not adding to cart,153,customer834@example.com,8:00 PM - 4:00 PM,210,17,662,0.526,0.676,0.657,0.561,Fashion,Mobile,en_US,2986.94,10.5,3.4,8,30,0.935,First Purchase Discount
CUST_100835,52,Tier 3,1834,not visiting the app,45,customer835@example.com,2:00 AM - 10:00 PM,67,4,5779,0.115,0.479,0.043,0.327,Sports,Desktop,en_GB,1470.97,14.5,8.8,6,20,0.8,SMS Reactivation
CUST_100836,24,Tier 2,810,not visiting the app,7,customer836@example.com,1:00 PM - 5:00 PM,156,25,2200,0.148,0.611,0.567,0.823,Fashion,Tablet,es_ES,577.85,15.8,4.9,8,15,0.858,Win-back Campaign
CUST_100837,38,Tier 4,3318,not adding to cart,154,customer837@example.com,6:00 PM - 1:00 PM,41,37,7256,0.944,0.261,0.36,0.298,Home & Kitchen,Tablet,es_ES,2012.92,5.2,2.4,9,25,0.371,Personalized Email Recommendations
CUST_100838,29,Tier 3,3207,not visiting the app,109,customer838@example.com,3:00 AM - 1:00 AM,100,20,15091,0.293,0.265,0.208,0.108,Home & Kitchen,Mobile,fr_FR,3585.32,8.9,15.1,7,25,0.831,Win-back Campaign
CUST_100839,18,Tier 3,2507,not adding to cart,102,customer839@example.com,10:00 AM - 3:00 AM,332,43,16067,0.438,0.286,0.466,0.188,Electronics,Desktop,en_GB,4215.29,2.1,5.3,6,5,0.163,VIP Exclusive Offer
CUST_100840,51,Tier 3,7116,wrote a bad review,91,customer840@example.com,3:00 PM - 6:00 AM,102,13,4473,0.52,0.153,0.793,0.009,Electronics,Mobile,es_ES,2036.3,19.8,5.1,1,10,0.022,Manager Follow-up Call
CUST_100841,28,Tier 3,6889,wrote a bad review,117,customer841@example.com,2:00 AM - 11:00 PM,234,24,450,0.438,0.427,0.776,0.61,Home & Kitchen,Desktop,en_GB,4498.29,2.1,6.3,6,10,0.056,Manager Follow-up Call
CUST_100842,27,Tier 2,9730,not adding to cart,129,customer842@example.com,3:00 AM - 1:00 AM,139,46,4419,0.047,0.54,0.458,0.947,Sports,Tablet,en_US,499.79,14.6,19.2,3,15,0.052,Browsing Behavior Email
CUST_100843,39,Tier 1,7398,wrote a bad review,71,customer843@example.com,11:00 PM - 12:00 AM,244,42,16326,0.321,0.26,0.106,0.787,Sports,Mobile,es_ES,297.73,7.8,11.3,9,20,0.154,Proactive Chat Support
CUST_100844,46,Tier 2,5762,cart abandonment,51,customer844@example.com,3:00 PM - 10:00 AM,300,45,11347,0.385,0.758,0.282,0.255,Sports,Tablet,en_GB,4738.41,10.2,12.9,8,25,0.769,VIP Retention Call
CUST_100845,20,Tier 2,1833,not visiting the app,26,customer845@example.com,2:00 AM - 2:00 PM,263,3,7823,0.697,0.983,0.553,0.807,Beauty,Tablet,en_US,3364.57,17.9,18.1,8,5,0.863,Win-back Campaign
CUST_100846,47,Tier 3,790,not visiting the app,158,customer846@example.com,3:00 PM - 2:00 PM,356,23,5939,0.598,0.735,0.897,0.109,Electronics,Mobile,en_GB,753.42,10.4,8.4,5,10,0.22,Re-engagement Push
CUST_100847,45,Tier 2,2879,cart abandonment,97,customer847@example.com,5:00 AM - 3:00 AM,193,12,12449,0.679,0.685,0.261,0.879,Health,Mobile,en_GB,3713.19,1.0,11.3,4,10,0.976,Push Notification Reminder
CUST_100848,34,Tier 3,7455,cart abandonment,83,customer848@example.com,9:00 PM - 9:00 PM,7,18,15324,0.021,0.166,0.86,0.614,Health,Tablet,es_ES,403.29,15.6,7.0,8,20,0.257,Discount Coupon Email
CUST_100849,27,Tier 4,7198,not visiting the app,45,customer849@example.com,10:00 PM - 7:00 AM,138,12,14922,0.921,0.474,0.795,0.16,Home & Kitchen,Tablet,en_GB,136.81,2.5,8.6,9,5,0.142,Comeback Email Offer
CUST_100850,54,Tier 2,655,not adding to cart,151,customer850@example.com,12:00 AM - 3:00 PM,60,5,10670,0.924,0.955,0.769,0.218,Fashion,Tablet,es_ES,1613.23,13.6,12.0,4,20,0.244,Personalized Email Recommendations
CUST_100851,58,Tier 2,6894,not visiting the app,164,customer851@example.com,12:00 PM - 11:00 AM,22,28,12452,0.076,0.663,0.624,0.027,Beauty,Tablet,es_ES,530.63,4.9,3.0,9,5,0.044,Re-engagement Push
CUST_100852,52,Tier 2,2772,cart abandonment,169,customer852@example.com,2:00 AM - 3:00 AM,89,5,12293,0.749,0.511,0.912,0.113,Home & Kitchen,Tablet,en_GB,4355.16,11.3,11.2,7,15,0.894,Discount Coupon Email
CUST_100853,22,Tier 1,8897,not adding to cart,72,customer853@example.com,9:00 AM - 7:00 PM,157,49,4476,0.837,0.674,0.043,0.388,Sports,Tablet,fr_FR,2239.11,11.0,5.6,6,25,0.327,Personalized Email Recommendations
CUST_100854,40,Tier 4,4816,wrote a bad review,84,customer854@example.com,12:00 AM - 10:00 PM,67,14,9805,0.659,0.112,0.141,0.93,Fashion,Mobile,en_US,1006.87,1.3,14.1,1,15,0.163,Proactive Chat Support
CUST_100855,32,Tier 2,2047,not adding to cart,129,customer855@example.com,9:00 AM - 2:00 PM,315,29,5127,0.825,0.406,0.609,0.977,Home & Kitchen,Tablet,de_DE,527.85,4.1,14.3,2,30,0.55,Personalized Email Recommendations
CUST_100856,19,Tier 2,7277,wrote a bad review,109,customer856@example.com,1:00 AM - 12:00 AM,32,1,11497,0.936,0.748,0.539,0.193,Health,Mobile,en_US,69.05,13.0,7.2,3,15,0.244,Feedback Email Survey
CUST_100857,49,Tier 2,9208,cart abandonment,95,customer857@example.com,9:00 AM - 7:00 AM,338,50,18599,0.767,0.062,0.451,0.534,Health,Mobile,fr_FR,3793.62,18.7,17.3,3,25,0.993,Abandoned Cart Email
CUST_100858,29,Tier 4,3539,not visiting the app,128,customer858@example.com,7:00 AM - 9:00 PM,326,8,17871,0.913,0.75,0.768,0.177,Health,Mobile,en_GB,2198.56,6.8,15.8,1,5,0.19,Re-engagement Push
CUST_100859,58,Tier 2,3495,not visiting the app,160,customer859@example.com,3:00 AM - 11:00 AM,179,12,15208,0.737,0.728,0.063,0.477,Beauty,Tablet,en_US,2060.0,18.0,10.4,2,30,0.043,Re-engagement Push
CUST_100860,56,Tier 3,9735,not visiting the app,6,customer860@example.com,11:00 AM - 11:00 PM,127,50,2559,0.621,0.467,0.445,0.41,Health,Tablet,en_US,1794.1,12.3,12.0,9,30,0.247,Comeback Email Offer
CUST_100861,35,Tier 3,8350,not visiting the app,177,customer861@example.com,1:00 AM - 12:00 PM,193,24,13182,0.534,0.764,0.612,0.354,Electronics,Mobile,es_ES,2268.68,6.9,10.6,10,10,0.343,Re-engagement Push
CUST_100862,30,Tier 3,7329,cart abandonment,118,customer862@example.com,12:00 PM - 3:00 AM,228,18,15670,0.143,0.617,0.423,0.988,Home & Kitchen,Mobile,fr_FR,2891.77,8.5,1.4,1,25,0.782,Push Notification Reminder
CUST_100863,45,Tier 3,8359,not adding to cart,148,customer863@example.com,6:00 PM - 7:00 PM,39,33,6441,0.803,0.802,0.847,0.113,Health,Mobile,es_ES,4202.53,10.9,13.0,4,20,0.733,VIP Retention Call
CUST_100864,50,Tier 1,6439,not adding to cart,154,customer864@example.com,9:00 AM - 5:00 PM,162,1,19922,0.167,0.64,0.806,0.876,Home & Kitchen,Mobile,en_US,4186.69,19.7,4.1,3,20,0.039,First Purchase Discount
CUST_100865,41,Tier 3,9258,cart abandonment,9,customer865@example.com,9:00 AM - 5:00 PM,184,34,3520,0.77,0.001,0.877,0.573,Fashion,Tablet,en_US,1682.91,6.8,16.5,9,10,0.619,Discount Coupon Email
CUST_100866,46,Tier 3,1936,not adding to cart,111,customer866@example.com,4:00 AM - 3:00 PM,190,1,1648,0.001,0.046,0.345,0.39,Beauty,Desktop,en_US,2981.26,17.5,12.3,4,5,0.911,Browsing Behavior Email
CUST_100867,38,Tier 4,4996,cart abandonment,147,customer867@example.com,5:00 AM - 8:00 PM,222,29,18760,0.052,0.761,0.914,0.912,Beauty,Mobile,de_DE,2386.92,8.9,13.2,1,5,0.113,Discount Coupon Email
CUST_100868,29,Tier 4,6300,cart abandonment,17,customer868@example.com,4:00 PM - 5:00 PM,130,9,19808,0.595,0.043,0.484,0.665,Health,Tablet,fr_FR,4101.58,8.1,6.7,1,20,0.142,Abandoned Cart Email
CUST_100869,24,Tier 1,5501,not adding to cart,161,customer869@example.com,10:00 PM - 8:00 AM,162,28,5941,0.184,0.855,0.125,0.008,Fashion,Mobile,es_ES,2225.91,1.6,10.5,8,20,0.304,Product Suggestion Push
CUST_100870,34,Tier 3,6300,not visiting the app,158,customer870@example.com,7:00 PM - 3:00 AM,119,35,7480,0.313,0.489,0.082,0.137,Home & Kitchen,Tablet,es_ES,1129.9,4.2,16.7,10,5,0.003,SMS Reactivation
CUST_100871,31,Tier 4,2292,not visiting the app,28,customer871@example.com,2:00 PM - 4:00 AM,325,30,16308,0.157,0.772,0.536,0.546,Fashion,Tablet,es_ES,2800.64,14.5,7.1,6,10,0.181,Re-engagement Push
CUST_100872,58,Tier 3,2990,not adding to cart,40,customer872@example.com,12:00 PM - 2:00 PM,60,33,10837,0.489,0.615,0.449,0.055,Electronics,Tablet,en_US,1848.2,12.4,5.9,8,15,0.269,Browsing Behavior Email
CUST_100873,30,Tier 3,3719,not adding to cart,41,customer873@example.com,5:00 PM - 9:00 PM,58,30,4002,0.356,0.3,0.806,0.571,Fashion,Desktop,es_ES,4244.66,12.5,1.7,4,20,0.511,First Purchase Discount
CUST_100874,17,Tier 2,3398,cart abandonment,140,customer874@example.com,4:00 PM - 2:00 AM,353,13,7952,0.825,0.521,0.601,0.182,Electronics,Tablet,fr_FR,2554.84,17.9,16.4,9,5,0.353,Push Notification Reminder
